sentence,relation,head,head_offset,head_type,tail,tail_offset,tail_type
舷顶列板的厚度可逐渐向两端过渡到端部的舷侧外板厚度,制约,舷顶列板,0,施工,舷侧外板,19,施工
"舷顶列板与甲板边板的连接采用焊接时,舷顶列板上缘应平整,在船中部0.5L范围内应避免焊接其他装置;在此范围内或上层建筑间断处,如舷顶列板高出甲板,则在舷顶列板的甲板以上部分不应开流水孔",连接,舷顶列板,0,施工,甲板边板,5,施工
"舷顶列板与甲板边板的连接采用焊接时,舷顶列板上缘应平整,在船中部0.5L范围内应避免焊接其他装置;在此范围内或上层建筑间断处,如舷顶列板高出甲板,则在舷顶列板的甲板以上部分不应开流水孔",包含,舷顶列板,18,施工,上缘,22,施工
"舷顶列板与甲板边板的连接采用焊接时,舷顶列板上缘应平整,在船中部0.5L范围内应避免焊接其他装置;在此范围内或上层建筑间断处,如舷顶列板高出甲板,则在舷顶列板的甲板以上部分不应开流水孔",包含,舷顶列板,75,施工,甲板,80,施工
"舷顶列板与甲板边板的连接采用焊接时,舷顶列板上缘应平整,在船中部0.5L范围内应避免焊接其他装置;在此范围内或上层建筑间断处,如舷顶列板高出甲板,则在舷顶列板的甲板以上部分不应开流水孔",制约,甲板,80,施工,流水孔,80,施工
"用圆弧舷板时,圆弧半径应不小于板厚的15倍",属性,圆弧舷板,1,施工,圆弧半径,7,属性
"用圆弧舷板时,圆弧半径应不小于板厚的15倍",制约,圆弧半径,7,属性,板厚,15,属性
圆弧舷板厚度至少应等于甲板板厚度,属性,圆弧舷板,0,施工,厚度,4,属性
圆弧舷板厚度至少应等于甲板板厚度,制约,圆弧舷板,0,施工,甲板板,11,施工
在船中部0.5L区域内的圆弧舷板上应尽量避免焊接甲板装置,制约,圆弧舷板,12,施工,甲板装置,24,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",连接,外板,6,施工,尾柱,1,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",方位,包板,13,施工,轴毂,9,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",连接,包板,13,施工,尾柱,1,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",方位,外板,30,施工,多推进器尾轴架托掌固定处,17,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",连接,外板,31,施工,尾柱,1,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",制约,外板,6,施工,端部外板,39,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",制约,包板,13,施工,端部外板,39,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",制约,外板,31,施工,端部外板,39,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",制约,外板,6,施工,中部外板,55,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",制约,包板,13,施工,中部外板,55,施工
"与尾柱连接的外板、轴毂处的包板以及多推进器尾轴架托掌固定处的外板厚度,应不小于端部外板厚度的1.5倍,也不小于中部外板的厚度",制约,外板,31,施工,中部外板,55,施工
锚链筒处的外板及其下方一块板应予加厚或用复板,方位,外板,5,施工,锚链筒处,0,施工
锚链筒处的外板及其下方一块板应予加厚或用复板,制约,外板,5,施工,复板,20,施工
"锚链筒出口处应有足够的圆弧半径,用钢板或铸钢制作的锚唇外缘的圆弧半径建议不小于锚链直径的12倍",包含,锚链筒,0,施工,出口处,3,进程
"锚链筒出口处应有足够的圆弧半径,用钢板或铸钢制作的锚唇外缘的圆弧半径建议不小于锚链直径的12倍",制约,出口处,3,进程,圆弧半径,11,属性
"锚链筒出口处应有足够的圆弧半径,用钢板或铸钢制作的锚唇外缘的圆弧半径建议不小于锚链直径的12倍",定义,锚唇外缘,25,施工,钢板,17,施工
"锚链筒出口处应有足够的圆弧半径,用钢板或铸钢制作的锚唇外缘的圆弧半径建议不小于锚链直径的12倍",定义,锚唇外缘,25,施工,铸钢,20,施工
"锚链筒出口处应有足够的圆弧半径,用钢板或铸钢制作的锚唇外缘的圆弧半径建议不小于锚链直径的12倍",属性,锚唇外缘,25,施工,圆弧半径,30,属性
"锚链筒出口处应有足够的圆弧半径,用钢板或铸钢制作的锚唇外缘的圆弧半径建议不小于锚链直径的12倍",制约,圆弧半径,30,属性,锚链,39,施工
"锚链筒出口处应有足够的圆弧半径,用钢板或铸钢制作的锚唇外缘的圆弧半径建议不小于锚链直径的12倍",属性,锚链,39,施工,直径,41,属性
"在船中部0.5L区域内,舭列板弯曲部分应尽量避免开口,必需开口时,应开成长轴沿船长方向布置的椭圆形开口",方位,舭列板,12,施工,船中部,1,建筑
"在船中部0.5L区域内,舭列板弯曲部分应尽量避免开口,必需开口时,应开成长轴沿船长方向布置的椭圆形开口",包含,舭列板,12,施工,弯曲部分,15,施工
"在船中部0.5L区域内,舭列板弯曲部分应尽量避免开口,必需开口时,应开成长轴沿船长方向布置的椭圆形开口",制约,弯曲部分,15,施工,开口,24,进程
"在船中部0.5L区域内,舭列板弯曲部分应尽量避免开口,必需开口时,应开成长轴沿船长方向布置的椭圆形开口",制约,开口,29,进程,椭圆形,46,进程
"舷顶列板上的圆形孔,如避开舷缘和舱口边线外的任何甲板开口,且此孔的高度不超过舷顶列板高度的20%或380mm(以较小者为准)时,则一般不必补偿",方位,圆形孔,6,进程,舷顶列板,0,施工
"舷顶列板上的圆形孔,如避开舷缘和舱口边线外的任何甲板开口,且此孔的高度不超过舷顶列板高度的20%或380mm(以较小者为准)时,则一般不必补偿",制约,圆形孔,6,进程,甲板开口,24,进程
"舷顶列板上的圆形孔,如避开舷缘和舱口边线外的任何甲板开口,且此孔的高度不超过舷顶列板高度的20%或380mm(以较小者为准)时,则一般不必补偿",属性,圆形孔,6,进程,高度,33,属性
"舷顶列板上的圆形孔,如避开舷缘和舱口边线外的任何甲板开口,且此孔的高度不超过舷顶列板高度的20%或380mm(以较小者为准)时,则一般不必补偿",制约,高度,33,属性,舷顶列板,38,施工
"舷顶列板上的圆形孔,如避开舷缘和舱口边线外的任何甲板开口,且此孔的高度不超过舷顶列板高度的20%或380mm(以较小者为准)时,则一般不必补偿",属性,舷顶列板,38,施工,高度,42,属性
此项圆形孔应充分避开上层建筑端点,制约,圆形孔,2,进程,上层建筑,10,建筑
此项圆形孔应充分避开上层建筑端点,包含,上层建筑,10,建筑,端点,14,进程
圆弧形舷缘上不允许开口,制约,舷缘,3,施工,开口,9,进程
圆弧形舷缘上不允许开口,定义,舷缘,3,施工,圆弧形,0,进程
海水进口及其他开口角隅应有足够大的圆角,制约,海水进口,0,进程,圆角,17,进程
海水进口及其他开口角隅应有足够大的圆角,制约,开口角隅,7,进程,圆角,17,进程
"通海阀箱厚度应与邻近的外板厚度相同,船长等于及大于90m时,应不小于12mm,但不必大于25mm",属性,通海阀箱,0,施工,厚度,4,属性
"通海阀箱厚度应与邻近的外板厚度相同,船长等于及大于90m时,应不小于12mm,但不必大于25mm",制约,厚度,4,属性,外板,11,施工
"通海阀箱厚度应与邻近的外板厚度相同,船长等于及大于90m时,应不小于12mm,但不必大于25mm",属性,外板,11,施工,厚度,13,属性
"舷门等开口角隅应采用足够大的圆角,而且要避开上层建筑端点和货舱口边线外的甲板开口",包含,开口角隅,3,进程,舷门,0,施工
"舷门等开口角隅应采用足够大的圆角,而且要避开上层建筑端点和货舱口边线外的甲板开口",制约,开口角隅,3,进程,圆角,14,进程
"舷门等开口角隅应采用足够大的圆角,而且要避开上层建筑端点和货舱口边线外的甲板开口",制约,开口角隅,3,进程,上层建筑,22,建筑
"舷门等开口角隅应采用足够大的圆角,而且要避开上层建筑端点和货舱口边线外的甲板开口",包含,上层建筑,22,建筑,端点,26,进程
"舷门等开口角隅应采用足够大的圆角,而且要避开上层建筑端点和货舱口边线外的甲板开口",制约,开口角隅,3,进程,货舱口边线,29,进程
"舷门等开口角隅应采用足够大的圆角,而且要避开上层建筑端点和货舱口边线外的甲板开口",包含,货舱口边线,29,进程,甲板开口,36,进程
"如在船体上安装有舭龙骨时,舭龙骨应连接在一根连续的扁钢上,此扁钢可焊接在船体上,舭龙骨上的端接缝、扁钢上的端接缝与外板上的端接缝都应相互错开",制约,舭龙骨,13,建筑,扁钢,25,施工
"如在船体上安装有舭龙骨时,舭龙骨应连接在一根连续的扁钢上,此扁钢可焊接在船体上,舭龙骨上的端接缝、扁钢上的端接缝与外板上的端接缝都应相互错开",制约,扁钢,25,施工,船体,36,建筑
"如在船体上安装有舭龙骨时,舭龙骨应连接在一根连续的扁钢上,此扁钢可焊接在船体上,舭龙骨上的端接缝、扁钢上的端接缝与外板上的端接缝都应相互错开",包含,舭龙骨,40,建筑,端接缝,45,施工
"如在船体上安装有舭龙骨时,舭龙骨应连接在一根连续的扁钢上,此扁钢可焊接在船体上,舭龙骨上的端接缝、扁钢上的端接缝与外板上的端接缝都应相互错开",包含,扁钢,49,施工,端接缝,53,施工
"如在船体上安装有舭龙骨时,舭龙骨应连接在一根连续的扁钢上,此扁钢可焊接在船体上,舭龙骨上的端接缝、扁钢上的端接缝与外板上的端接缝都应相互错开",包含,外板,57,施工,端接缝,61,施工
"舭龙骨和扁钢不能突然中断,应逐渐减小,且在端点处的船体内应有适当的内部支持",制约,舭龙骨,0,建筑,扁钢,4,施工
"舭龙骨和扁钢不能突然中断,应逐渐减小,且在端点处的船体内应有适当的内部支持",方位,端点,21,进程,船体,25,建筑
"舭龙骨和扁钢不能突然中断,应逐渐减小,且在端点处的船体内应有适当的内部支持",制约,船体,25,建筑,支持,35,进程
本节规定适用于纵骨架式和横骨架式的各层甲板,制约,本节,0,成果,甲板,19,施工
本节规定适用于纵骨架式和横骨架式的各层甲板,定义,甲板,19,施工,纵骨架式,7,施工
本节规定适用于纵骨架式和横骨架式的各层甲板,定义,甲板,19,施工,横骨架式,12,施工
"在船中部0.4L区域内中断的平台甲板,应在中断处以水平肘板延伸适当长度",方位,平台甲板,14,施工,船中部,1,建筑
"在船中部0.4L区域内中断的平台甲板,应在中断处以水平肘板延伸适当长度",制约,平台甲板,14,施工,水平肘板,25,施工
强力甲板(包括端部甲板)的最小厚度t应不小于6mm,包含,强力甲板,0,施工,端部甲板,7,施工
强力甲板(包括端部甲板)的最小厚度t应不小于6mm,属性,强力甲板,0,施工,最小厚度,13,属性
"在船中部0.5L区域内的长桥楼甲板作为强力甲板时,其船中剖面模数及最小厚度应符合本章2.2.5及2.4.2.1的要求",方位,长桥楼甲板,12,施工,船中部,1,建筑
"在船中部0.5L区域内的长桥楼甲板作为强力甲板时,其船中剖面模数及最小厚度应符合本章2.2.5及2.4.2.1的要求",属性,强力甲板,19,施工,船中剖面模数,26,属性
"在船中部0.5L区域内的长桥楼甲板作为强力甲板时,其船中剖面模数及最小厚度应符合本章2.2.5及2.4.2.1的要求",属性,强力甲板,19,施工,最小厚度,33,属性
"在船中部0.5L区域内的长桥楼甲板作为强力甲板时,其船中剖面模数及最小厚度应符合本章2.2.5及2.4.2.1的要求",制约,船中剖面模数,26,属性,要求,56,成果
"在船中部0.5L区域内的长桥楼甲板作为强力甲板时,其船中剖面模数及最小厚度应符合本章2.2.5及2.4.2.1的要求",制约,最小厚度,33,属性,要求,56,成果
"船中部强力甲板厚度应在船中部0.4L区域内保持相同,并逐渐向端部甲板厚度过渡",方位,强力甲板,3,施工,船中部,0,建筑
"船中部强力甲板厚度应在船中部0.4L区域内保持相同,并逐渐向端部甲板厚度过渡",属性,强力甲板,3,施工,厚度,7,属性
"船中部强力甲板厚度应在船中部0.4L区域内保持相同,并逐渐向端部甲板厚度过渡",制约,厚度,7,属性,端部甲板,30,施工
"船中部强力甲板厚度应在船中部0.4L区域内保持相同,并逐渐向端部甲板厚度过渡",属性,端部甲板,30,施工,厚度,34,属性
"如强力甲板在船首端无首楼保护时,在距首垂线0.15L以前的强力甲板板厚还应满足首楼甲板的要求",方位,强力甲板,29,施工,首垂线,18,进程
"如强力甲板在船首端无首楼保护时,在距首垂线0.15L以前的强力甲板板厚还应满足首楼甲板的要求",属性,强力甲板,29,施工,板厚,33,属性
"如强力甲板在船首端无首楼保护时,在距首垂线0.15L以前的强力甲板板厚还应满足首楼甲板的要求",制约,板厚,33,属性,首楼甲板,39,施工
"强力甲板边板厚度,应不小于强力甲板厚度",包含,强力甲板,0,施工,边板,4,施工
"强力甲板边板厚度,应不小于强力甲板厚度",属性,边板,4,施工,厚度,6,属性
"强力甲板边板厚度,应不小于强力甲板厚度",制约,厚度,6,属性,强力甲板,13,施工
"强力甲板边板厚度,应不小于强力甲板厚度",属性,强力甲板,13,施工,厚度,17,属性
船中0.4L区域的强力甲板边板宽度应满足本篇第1章第3节的有关要求,包含,强力甲板,9,施工,边板,13,施工
船中0.4L区域的强力甲板边板宽度应满足本篇第1章第3节的有关要求,属性,边板,13,施工,宽度,15,属性
船中0.4L区域的强力甲板边板宽度应满足本篇第1章第3节的有关要求,制约,宽度,15,属性,要求,31,成果
"当强力甲板上机炉舱、货舱开口的角隅是抛物线形或椭圆形时,角隅处的甲板不需设嵌入板,但应符合图2.4.4.1的规定",包含,机炉舱,6,空间,角隅,15,进程
"当强力甲板上机炉舱、货舱开口的角隅是抛物线形或椭圆形时,角隅处的甲板不需设嵌入板,但应符合图2.4.4.1的规定",包含,货舱开口,10,进程,角隅,15,进程
"当强力甲板上机炉舱、货舱开口的角隅是抛物线形或椭圆形时,角隅处的甲板不需设嵌入板,但应符合图2.4.4.1的规定",方位,甲板,32,施工,角隅,28,进程
"当强力甲板上机炉舱、货舱开口的角隅是抛物线形或椭圆形时,角隅处的甲板不需设嵌入板,但应符合图2.4.4.1的规定",制约,甲板,32,施工,嵌入板,37,施工
"当强力甲板上的机炉舱、货舱开口的角隅是圆形时,角隅处要求设嵌入板,且角隅半径与舱口宽度之比不小于1/20,但对于舱口围板处未设置甲板纵桁者不小于1/10",包含,机炉舱,7,空间,角隅,16,进程
"当强力甲板上的机炉舱、货舱开口的角隅是圆形时,角隅处要求设嵌入板,且角隅半径与舱口宽度之比不小于1/20,但对于舱口围板处未设置甲板纵桁者不小于1/10",包含,货舱开口,11,进程,角隅,16,进程
"当强力甲板上的机炉舱、货舱开口的角隅是圆形时,角隅处要求设嵌入板,且角隅半径与舱口宽度之比不小于1/20,但对于舱口围板处未设置甲板纵桁者不小于1/10",制约,角隅,23,进程,嵌入板,29,施工
"在强力甲板舱口边线外的开口应尽量减少,并应避开舱口角隅",方位,开口,11,进程,舱口边线,5,进程
"在强力甲板舱口边线外的开口应尽量减少,并应避开舱口角隅",包含,强力甲板,1,施工,舱口边线,5,进程
"在强力甲板舱口边线外的开口应尽量减少,并应避开舱口角隅",制约,开口,11,进程,舱口角隅,23,施工
所有开口角隅应有良好的圆角和光滑的边缘,制约,开口角隅,2,进程,圆角,11,进程
所有开口角隅应有良好的圆角和光滑的边缘,制约,开口角隅,2,进程,边缘,17,进程
船中部桥楼和甲板室的端壁和货舱口角隅之间的强力甲板上应尽量避免开口,包含,船中部,0,建筑,桥楼,3,空间
船中部桥楼和甲板室的端壁和货舱口角隅之间的强力甲板上应尽量避免开口,包含,甲板室,6,空间,端壁,10,施工
船中部桥楼和甲板室的端壁和货舱口角隅之间的强力甲板上应尽量避免开口,包含,货舱口,13,空间,角隅,16,进程
船中部桥楼和甲板室的端壁和货舱口角隅之间的强力甲板上应尽量避免开口,方位,强力甲板,21,施工,桥楼,3,空间
船中部桥楼和甲板室的端壁和货舱口角隅之间的强力甲板上应尽量避免开口,方位,强力甲板,21,施工,端壁,10,施工
船中部桥楼和甲板室的端壁和货舱口角隅之间的强力甲板上应尽量避免开口,方位,强力甲板,21,施工,角隅,16,进程
船中部桥楼和甲板室的端壁和货舱口角隅之间的强力甲板上应尽量避免开口,制约,强力甲板,21,施工,开口,31,进程
"甲板开口的上述规定,一般也适用于船中部0.5L以外区域",制约,甲板开口,0,进程,船中部,16,建筑
对于升高甲板的要求见本章2.17.8,制约,升高甲板,2,施工,要求,7,成果
上层建筑端部甲板的加强应符合本章2.17.6的要求,包含,上层建筑端部,0,施工,甲板,6,施工
上层建筑端部甲板的加强应符合本章2.17.6的要求,制约,甲板,6,施工,要求,23,成果
"甲板敷盖材料应不腐蚀钢板,否则应用不腐蚀钢板的保护层使之与钢板有效地隔离",包含,甲板敷盖,0,施工,材料,4,施工
"甲板敷盖材料应不腐蚀钢板,否则应用不腐蚀钢板的保护层使之与钢板有效地隔离",制约,材料,4,施工,钢板,10,施工
"在露天钢甲板上的木铺板厚度,当船长小于120m时,应不小于50mm(松木)及45mm(柚木);当船长等于或大于120m时,应分别不小于60mm及50mm",方位,木铺板,8,施工,露天钢甲板,1,施工
"在露天钢甲板上的木铺板厚度,当船长小于120m时,应不小于50mm(松木)及45mm(柚木);当船长等于或大于120m时,应分别不小于60mm及50mm",属性,木铺板,8,施工,厚度,11,属性
该木铺板的每一板条应在每一横梁处用螺柱固定于甲板上,制约,木铺板,1,施工,甲板,22,施工
"如以化学敷料代替钢甲板上的木铺板时,则钢甲板的厚度不应减薄",方位,木铺板,13,施工,钢甲板,8,施工
"如以化学敷料代替钢甲板上的木铺板时,则钢甲板的厚度不应减薄",属性,钢甲板,19,施工,厚度,23,属性
本节规定适用于船长不大于90m的横骨架式单层底船舶,制约,本节,0,成果,单层底船舶,20,建筑
本节规定适用于船长不大于90m的横骨架式单层底船舶,定义,单层底船舶,20,建筑,横骨架式,16,施工
在船舶中纵剖面处应设置中内龙骨,包含,船舶,1,建筑,中纵剖面,3,进程
在船舶中纵剖面处应设置中内龙骨,制约,中纵剖面,3,进程,中内龙骨,11,施工
中内龙骨的高度应等于肋板的高度,属性,中内龙骨,0,施工,高度,5,属性
中内龙骨的高度应等于肋板的高度,制约,高度,5,属性,肋板,10,施工
中内龙骨的高度应等于肋板的高度,属性,肋板,10,施工,高度,13,属性
"在首尖舱内,中内龙骨可与肋板等高、等厚和具有相同的面板剖面积",方位,中内龙骨,6,施工,首尖舱,1,空间
"在首尖舱内,中内龙骨可与肋板等高、等厚和具有相同的面板剖面积",制约,中内龙骨,6,施工,肋板,12,施工
中内龙骨一般应贯通全船,制约,中内龙骨,0,施工,船,10,建筑
旁内龙骨的高度与该处肋板高度相同,属性,旁内龙骨,0,施工,高度,5,属性
旁内龙骨的高度与该处肋板高度相同,制约,高度,5,属性,肋板,10,施工
旁内龙骨的高度与该处肋板高度相同,属性,肋板,10,施工,高度,12,属性
"在机舱内,旁内龙骨腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",方位,旁内龙骨,5,施工,机舱,1,空间
"在机舱内,旁内龙骨腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",包含,旁内龙骨,5,施工,腹板,9,施工
"在机舱内,旁内龙骨腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",属性,腹板,9,施工,厚度,12,属性
"在机舱内,旁内龙骨腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",制约,厚度,12,属性,中内龙骨,31,施工
"在机舱内,旁内龙骨腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",包含,中内龙骨,31,施工,腹板,35,施工
"在机舱内,旁内龙骨腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",属性,腹板,35,施工,厚度,38,属性
"当船宽等于或小于9m时,应在中内龙骨两侧至少各设1道旁内龙骨;当船宽大于9m小于16m时,应在中内龙骨两侧至少各设2道旁内龙骨",制约,中内龙骨,14,施工,旁内龙骨,26,施工
"当船宽等于或小于9m时,应在中内龙骨两侧至少各设1道旁内龙骨;当船宽大于9m小于16m时,应在中内龙骨两侧至少各设2道旁内龙骨",制约,中内龙骨,47,施工,旁内龙骨,59,施工
"若船底板格长与宽之比值超过4时,还应设置连续或间断的纵向加强筋",制约,船底板,1,施工,纵向加强筋,26,施工
"主机基座纵桁外侧,应设置按本节2.5.3.1要求的旁内龙骨,并应注意结构的连续性",包含,主机基座,0,施工,纵桁外侧,4,施工
"主机基座纵桁外侧,应设置按本节2.5.3.1要求的旁内龙骨,并应注意结构的连续性",制约,纵桁外侧,4,施工,旁内龙骨,25,施工
旁内龙骨在舱壁处的连接与对中内龙骨的要求相同,方位,旁内龙骨,0,施工,舱壁,5,施工
旁内龙骨在舱壁处的连接与对中内龙骨的要求相同,制约,旁内龙骨,0,施工,中内龙骨,13,施工
每个肋位处应设置实肋板,制约,肋位,2,施工,实肋板,8,施工
"肋板面板的厚度应不小于肋板腹板的厚度,面板宽度应不小于其厚度的10倍,但亦不必大于15倍",包含,肋板,0,施工,面板,2,施工
"肋板面板的厚度应不小于肋板腹板的厚度,面板宽度应不小于其厚度的10倍,但亦不必大于15倍",属性,面板,2,施工,厚度,5,属性
"肋板面板的厚度应不小于肋板腹板的厚度,面板宽度应不小于其厚度的10倍,但亦不必大于15倍",制约,厚度,5,属性,腹板,13,施工
"肋板面板的厚度应不小于肋板腹板的厚度,面板宽度应不小于其厚度的10倍,但亦不必大于15倍",包含,肋板,11,施工,腹板,13,施工
"肋板面板的厚度应不小于肋板腹板的厚度,面板宽度应不小于其厚度的10倍,但亦不必大于15倍",属性,腹板,13,施工,厚度,16,属性
"肋板面板的厚度应不小于肋板腹板的厚度,面板宽度应不小于其厚度的10倍,但亦不必大于15倍",属性,面板,19,施工,宽度,21,属性
"肋板面板的厚度应不小于肋板腹板的厚度,面板宽度应不小于其厚度的10倍,但亦不必大于15倍",制约,宽度,21,属性,厚度,28,属性
"对具有显著的舭部(或向首尾端)升高的船舶,应增加实肋板的高度",制约,船舶,18,建筑,实肋板,24,施工
"对具有显著的舭部(或向首尾端)升高的船舶,应增加实肋板的高度",定义,船舶,18,建筑,舭部,6,施工
"对具有显著的舭部(或向首尾端)升高的船舶,应增加实肋板的高度",定义,船舶,18,建筑,向首尾端,10,施工
"当实肋板是水密舱壁或深舱、液舱舱壁的组成部分时,肋板在中纵剖面处的高度应不小于900mm,其厚度应不小于舱壁底列板的厚度",方位,肋板,24,施工,中纵剖面,27,进程
"当实肋板是水密舱壁或深舱、液舱舱壁的组成部分时,肋板在中纵剖面处的高度应不小于900mm,其厚度应不小于舱壁底列板的厚度",属性,肋板,24,施工,高度,33,属性
"当实肋板是水密舱壁或深舱、液舱舱壁的组成部分时,肋板在中纵剖面处的高度应不小于900mm,其厚度应不小于舱壁底列板的厚度",属性,肋板,24,施工,厚度,46,属性
"当实肋板是水密舱壁或深舱、液舱舱壁的组成部分时,肋板在中纵剖面处的高度应不小于900mm,其厚度应不小于舱壁底列板的厚度",制约,厚度,46,属性,舱壁底列板,52,施工
"当实肋板是水密舱壁或深舱、液舱舱壁的组成部分时,肋板在中纵剖面处的高度应不小于900mm,其厚度应不小于舱壁底列板的厚度",属性,舱壁底列板,52,施工,厚度,58,属性
"对小型船舶,肋板在中纵剖面处的高度可适当减小",属性,肋板,6,施工,高度,15,属性
"在机舱区域内,肋板腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",包含,肋板,17,施工,腹板,9,施工
"在机舱区域内,肋板腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",属性,腹板,9,施工,厚度,12,属性
"在机舱区域内,肋板腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",制约,厚度,12,属性,中内龙骨,31,施工
"在机舱区域内,肋板腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",包含,中内龙骨,31,施工,腹板,35,施工
"在机舱区域内,肋板腹板的厚度应不小于本节2.5.2.1所要求的中内龙骨腹板的厚度",属性,腹板,35,施工,厚度,38,属性
"机舱位于尾部或者处于底部肋板升高部位,则肋板高度应根据船舶线型和强度予以相应的增高",方位,机舱,0,空间,尾部,4,进程
"机舱位于尾部或者处于底部肋板升高部位,则肋板高度应根据船舶线型和强度予以相应的增高",方位,机舱,0,空间,底部肋板,10,施工
"机舱位于尾部或者处于底部肋板升高部位,则肋板高度应根据船舶线型和强度予以相应的增高",属性,肋板,20,空间,高度,22,属性
"机舱位于尾部或者处于底部肋板升高部位,则肋板高度应根据船舶线型和强度予以相应的增高",制约,高度,22,属性,线型,29,属性
"机舱位于尾部或者处于底部肋板升高部位,则肋板高度应根据船舶线型和强度予以相应的增高",制约,高度,22,属性,强度,32,属性
"机舱位于尾部或者处于底部肋板升高部位,则肋板高度应根据船舶线型和强度予以相应的增高",属性,船舶,27,建筑,线型,29,属性
"机舱位于尾部或者处于底部肋板升高部位,则肋板高度应根据船舶线型和强度予以相应的增高",属性,船舶,27,建筑,强度,32,属性
肋板与肋骨之间应用舭肘板连接,连接,肋板,0,施工,舭肘板,9,施工
肋板与肋骨之间应用舭肘板连接,连接,肋骨,3,施工,舭肘板,9,施工
舭肘板的高度由基线算起为纵中剖面处肋板高度的2倍,属性,舭肘板,0,施工,高度,4,属性
"舭肘板长度,由肋骨内缘算起等于纵中剖面处肋板高度",属性,舭肘板,0,施工,长度,3,属性
舭肘板厚度等于肋板厚度,属性,舭肘板,0,施工,厚度,3,属性
舭肘板厚度等于肋板厚度,制约,厚度,3,属性,肋板,7,施工
舭肘板厚度等于肋板厚度,属性,肋板,7,施工,厚度,9,属性
舭肘板应有面板或折边,制约,舭肘板,0,施工,面板,5,施工
舭肘板应有面板或折边,制约,舭肘板,0,施工,折边,8,施工
"当为折边时,其折边宽度不应大于10倍肘板厚度,但不小于50mm",属性,折边,7,施工,宽度,9,属性
"当为折边时,其折边宽度不应大于10倍肘板厚度,但不小于50mm",制约,宽度,9,属性,肘板,18,施工
"当为折边时,其折边宽度不应大于10倍肘板厚度,但不小于50mm",属性,肘板,18,施工,厚度,20,属性
"由于船舶线型或其他原因不能设置舭肘板时,肋板应向船侧升高到舭肘板所需的高度",属性,船舶,2,建筑,线型,4,属性
"由于船舶线型或其他原因不能设置舭肘板时,肋板应向船侧升高到舭肘板所需的高度",制约,肋板,20,施工,舭肘板,29,施工
"船底肋板、旁内龙骨上均应开流水孔,流水孔大小应考虑到泵的抽唧率,使自船底部的各个流水孔至吸口均能自由流通",制约,船底肋板,0,施工,流水孔,13,施工
"船底肋板、旁内龙骨上均应开流水孔,流水孔大小应考虑到泵的抽唧率,使自船底部的各个流水孔至吸口均能自由流通",制约,旁内龙骨,5,施工,流水孔,13,施工
"船底肋板、旁内龙骨上均应开流水孔,流水孔大小应考虑到泵的抽唧率,使自船底部的各个流水孔至吸口均能自由流通",属性,流水孔,17,施工,大小,20,属性
"船底肋板、旁内龙骨上均应开流水孔,流水孔大小应考虑到泵的抽唧率,使自船底部的各个流水孔至吸口均能自由流通",制约,大小,20,属性,泵,26,施工
"船底肋板、旁内龙骨上均应开流水孔,流水孔大小应考虑到泵的抽唧率,使自船底部的各个流水孔至吸口均能自由流通",属性,泵,26,施工,抽唧率,28,属性
"双层底除应满足本节要求外,还应满足本篇第1章第12节的有关要求",制约,双层底,0,施工,要求,29,成果
